component,dependency,version,license,direct_or_transitive,ecosystem,flagged,flag_reason,classification
search,redox_syscall,0.5.18,MIT,transitive,rust,False,,a
search,regex,1.13.1,Apache-2.0 OR MIT,transitive,rust,False,,a
search,regex-automata,0.4.18,Apache-2.0 OR MIT,transitive,rust,False,,a
search,regex-syntax,0.8.11,Apache-2.0 OR MIT,transitive,rust,False,,a
search,reqwest,0.12.28,Apache-2.0 OR MIT,direct,rust,False,,a
search,rsasl,2.3.1,Apache-2.0 OR MIT,transitive,rust,False,,a
search,rskafka,0.6.0,Apache-2.0 OR MIT,direct,rust,False,,a
search,rust-stemmers,1.2.0,BSD-3-Clause OR MIT,transitive,rust,False,,a
search,rustc-hash,1.1.0,Apache-2.0 OR MIT,transitive,rust,False,,a
search,rustc_version,0.4.1,Apache-2.0 OR MIT,transitive,rust,False,,a
search,rustix,0.38.44,Apache-2.0 OR Apache-2.0 WITH LLVM-exception OR MIT,transitive,rust,False,,a
search,rustix,1.1.4,Apache-2.0 OR Apache-2.0 WITH LLVM-exception OR MIT,transitive,rust,False,,a
search,rustversion,1.0.23,Apache-2.0 OR MIT,transitive,rust,False,,a
search,ryu,1.0.23,Apache-2.0 OR BSL-1.0,transitive,rust,True,carries a copyleft/less-common license alongside permissive alternatives (SPDX OR) -- see classification,a
search,scopeguard,1.2.0,Apache-2.0 OR MIT,transitive,rust,False,,a
search,semver,1.0.28,Apache-2.0 OR MIT,transitive,rust,False,,a
search,serde,1.0.229,Apache-2.0 OR MIT,direct,rust,False,,a
search,serde_core,1.0.229,Apache-2.0 OR MIT,transitive,rust,False,,a
search,serde_derive,1.0.229,Apache-2.0 OR MIT,transitive,rust,False,,a
search,serde_json,1.0.151,Apache-2.0 OR MIT,direct,rust,False,,a
search,serde_urlencoded,0.7.1,Apache-2.0 OR MIT,transitive,rust,False,,a
search,sha2,0.10.9,Apache-2.0 OR MIT,transitive,rust,False,,a
search,sharded-slab,0.1.7,MIT,transitive,rust,False,,a
search,shlex,2.0.1,Apache-2.0 OR MIT,transitive,rust,False,,a
search,signal-hook-registry,1.4.8,Apache-2.0 OR MIT,transitive,rust,False,,a
search,simd-adler32,0.3.10,MIT,transitive,rust,False,,a
search,sketches-ddsketch,0.2.2,Apache-2.0,transitive,rust,False,,a
search,slab,0.4.12,MIT,transitive,rust,False,,a
search,smallvec,1.15.2,Apache-2.0 OR MIT,transitive,rust,False,,a
search,snap,1.1.2,BSD-3-Clause,transitive,rust,False,,a
search,socket2,0.5.10,Apache-2.0 OR MIT,transitive,rust,False,,a
search,socket2,0.6.5,Apache-2.0 OR MIT,transitive,rust,False,,a
search,stable_deref_trait,1.2.1,Apache-2.0 OR MIT,transitive,rust,False,,a
search,stringprep,0.1.5,Apache-2.0 OR MIT,transitive,rust,False,,a
search,subtle,2.6.1,BSD-3-Clause,transitive,rust,False,,a
search,syn,2.0.119,Apache-2.0 OR MIT,transitive,rust,False,,a
search,syn,3.0.3,Apache-2.0 OR MIT,transitive,rust,False,,a
search,sync_wrapper,1.0.2,Apache-2.0,transitive,rust,False,,a
search,synstructure,0.13.2,MIT,transitive,rust,False,,a
search,tantivy,0.22.1,MIT,direct,rust,False,,a
search,tantivy-bitpacker,0.6.0,MIT,transitive,rust,False,,a
search,tantivy-columnar,0.3.0,MIT,transitive,rust,False,,a
search,tantivy-common,0.7.0,MIT,transitive,rust,False,,a
search,tantivy-fst,0.5.0,MIT OR Unlicense,transitive,rust,False,,a
search,tantivy-query-grammar,0.22.0,MIT,transitive,rust,False,,a
search,tantivy-sstable,0.3.0,MIT,transitive,rust,False,,a
search,tantivy-stacker,0.3.0,MIT,transitive,rust,False,,a
search,tantivy-tokenizer-api,0.3.0,MIT,transitive,rust,False,,a
search,tempfile,3.27.0,Apache-2.0 OR MIT,direct,rust,False,,a
search,thiserror,1.0.69,Apache-2.0 OR MIT,transitive,rust,False,,a
search,thiserror,2.0.20,Apache-2.0 OR MIT,transitive,rust,False,,a
search,thiserror-impl,1.0.69,Apache-2.0 OR MIT,transitive,rust,False,,a
search,thiserror-impl,2.0.20,Apache-2.0 OR MIT,transitive,rust,False,,a
search,thread_local,1.1.10,Apache-2.0 OR MIT,transitive,rust,False,,a
search,time,0.3.55,Apache-2.0 OR MIT,transitive,rust,False,,a
search,time-core,0.1.9,Apache-2.0 OR MIT,transitive,rust,False,,a
search,tinystr,0.8.4,Unicode-3.0,transitive,rust,False,,a
search,tinyvec,1.12.0,Apache-2.0 OR MIT OR Zlib,transitive,rust,False,,a
search,tinyvec_macros,0.1.1,Apache-2.0 OR MIT OR Zlib,transitive,rust,False,,a
search,tokio,1.53.1,MIT,direct,rust,False,,a
search,tokio-macros,2.7.2,MIT,transitive,rust,False,,a
search,tokio-stream,0.1.19,MIT,transitive,rust,False,,a
search,tokio-util,0.7.19,MIT,transitive,rust,False,,a
search,tonic,0.12.3,MIT,direct,rust,False,,a
search,tonic-build,0.12.3,MIT,direct,rust,False,,a
search,tower,0.4.13,MIT,transitive,rust,False,,a
search,tower,0.5.3,MIT,transitive,rust,False,,a
search,tower-http,0.6.11,MIT,transitive,rust,False,,a
search,tower-layer,0.3.3,MIT,transitive,rust,False,,a
search,tower-service,0.3.3,MIT,transitive,rust,False,,a
search,tracing,0.1.44,MIT,direct,rust,False,,a
search,tracing-attributes,0.1.31,MIT,transitive,rust,False,,a
search,tracing-core,0.1.36,MIT,transitive,rust,False,,a
search,tracing-log,0.2.0,MIT,transitive,rust,False,,a
search,tracing-subscriber,0.3.23,MIT,direct,rust,False,,a
search,try-lock,0.2.5,MIT,transitive,rust,False,,a
search,typenum,1.20.1,Apache-2.0 OR MIT,transitive,rust,False,,a
search,unicode-bidi,0.3.18,Apache-2.0 OR MIT,transitive,rust,False,,a
search,unicode-ident,1.0.24,Apache-2.0 OR MIT OR Unicode-3.0,transitive,rust,False,,a
search,unicode-normalization,0.1.25,Apache-2.0 OR MIT,transitive,rust,False,,a
search,unicode-properties,0.1.4,Apache-2.0 OR MIT,transitive,rust,False,,a
search,url,2.5.8,Apache-2.0 OR MIT,transitive,rust,False,,a
search,utf8-ranges,1.0.5,MIT OR Unlicense,transitive,rust,False,,a
search,utf8_iter,1.0.4,Apache-2.0 OR MIT,transitive,rust,False,,a
search,uuid,1.24.0,Apache-2.0 OR MIT,transitive,rust,False,,a
search,version_check,0.9.5,Apache-2.0 OR MIT,transitive,rust,False,,a
search,want,0.3.1,MIT,transitive,rust,False,,a
search,wasi,0.11.1+wasi-snapshot-preview1,Apache-2.0 OR Apache-2.0 WITH LLVM-exception OR MIT,transitive,rust,False,,a
search,wasm-bindgen,0.2.127,Apache-2.0 OR MIT,transitive,rust,False,,a
search,wasm-bindgen-futures,0.4.77,Apache-2.0 OR MIT,transitive,rust,False,,a
search,wasm-bindgen-macro,0.2.127,Apache-2.0 OR MIT,transitive,rust,False,,a
search,wasm-bindgen-macro-support,0.2.127,Apache-2.0 OR MIT,transitive,rust,False,,a
search,wasm-bindgen-shared,0.2.127,Apache-2.0 OR MIT,transitive,rust,False,,a
search,web-sys,0.3.104,Apache-2.0 OR MIT,transitive,rust,False,,a
search,winapi,0.3.9,Apache-2.0 OR MIT,transitive,rust,False,,a
search,winapi-i686-pc-windows-gnu,0.4.0,Apache-2.0 OR MIT,transitive,rust,False,,a
search,winapi-x86_64-pc-windows-gnu,0.4.0,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows-link,0.2.1,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows-sys,0.52.0,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows-sys,0.59.0,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows-sys,0.61.2,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows-targets,0.52.6,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows_aarch64_gnullvm,0.52.6,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows_aarch64_msvc,0.52.6,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows_i686_gnu,0.52.6,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows_i686_gnullvm,0.52.6,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows_i686_msvc,0.52.6,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows_x86_64_gnu,0.52.6,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows_x86_64_gnullvm,0.52.6,Apache-2.0 OR MIT,transitive,rust,False,,a
search,windows_x86_64_msvc,0.52.6,Apache-2.0 OR MIT,transitive,rust,False,,a
search,writeable,0.6.4,Unicode-3.0,transitive,rust,False,,a
search,yoke,0.8.3,Unicode-3.0,transitive,rust,False,,a
search,yoke-derive,0.8.2,Unicode-3.0,transitive,rust,False,,a
search,zerocopy,0.8.56,Apache-2.0 OR BSD-2-Clause OR MIT,transitive,rust,False,,a
search,zerofrom,0.1.8,Unicode-3.0,transitive,rust,False,,a
search,zerofrom-derive,0.1.7,Unicode-3.0,transitive,rust,False,,a
search,zerotrie,0.2.5,Unicode-3.0,transitive,rust,False,,a
search,zerovec,0.11.7,Unicode-3.0,transitive,rust,False,,a
search,zerovec-derive,0.11.4,Unicode-3.0,transitive,rust,False,,a
search,zmij,1.0.23,MIT,transitive,rust,False,,a
search,zstd,0.13.3,MIT,transitive,rust,False,,a
search,zstd-safe,7.2.4,Apache-2.0 OR MIT,transitive,rust,False,,a
search,zstd-sys,2.0.16+zstd.1.5.7,Apache-2.0 OR MIT,transitive,rust,False,,a
web,Overpass (font),variable,OFL-1.1,direct,font-asset,False,,a
web,Overpass Mono (font),variable,OFL-1.1,direct,font-asset,False,,a
web,favicon.svg,n/a,MIT (Svelte project asset),direct,vendored-asset,True,"Copied from SvelteKit's default project scaffold (<title>svelte-logo</title>), never replaced with an original mark -- not a license-compatibility blocker (Svelte's own assets are MIT) but is unauthored, unattributed, third-party branded content shipping as this product's own favicon. Flagged for replacement, not a legal blocker.",n/a-branding
transport,redpanda (docker image),v24.2.7,"BSL 1.1 (Business Source License) for Redpanda Core, as pinned (v24.2.7, released 2024-10-11) -- NOT yet converted to Apache-2.0 (4-year Change Date is ~2028-10-11). Source-available, not OSI-approved open source. Additional Use Grant permits any use except offering it as a hosted 'Streaming or Queuing Service' to third parties.",direct,docker-image,True,"Category (c): BSL is explicitly source-available, not OSI-approved open source, per the audit's own classification framework. Verified against the actual licenses/bsl.md at the v24.2.7 tag, not assumed. No AGPL linking-compatibility issue (Redpanda is consumed only over the Kafka wire protocol, never linked into Sentry's own code -- same relationship as ClickHouse/Postgres). Real open question: whether a third party self-hosting Sentry (now fully AGPLv3 per task 6) 'as a service' would trip BSL's Streaming-or-Queuing-Service restriction on the bundled Redpanda image -- Sentry's ingest pipeline creates fixed internal topics, not per-end-user topics, so this is very likely NOT a Streaming-or-Queuing-Service under BSL's own definition, but this is a business/redistribution judgment call, not a pure technical one -- flagged for your decision, not resolved unilaterally. See license-audit-report.md's Redpanda section for the three remediation options (accept as-is / swap to Apache Kafka / flag only). RESOLVED 2026-08-16 (business decision): accept as-is. Sentry's own use (internal Kafka-protocol transport, no resale of broker access) is within BSL's Additional Use Grant; the third-party self-hosting-as-a-service question was judged unlikely to trip BSL's Streaming-or-Queuing-Service restriction, and was accepted as a known, disclosed risk rather than swapping to a heavier broker or dropping the bundled image. See license-audit-report.md's Redpanda section.",c
storage,clickhouse-server (docker image),24.8,"Apache-2.0, confirmed directly against ClickHouse's LICENSE file. No evidence of any historical license change (unlike Redpanda/Elastic/MongoDB) -- confirmed via web search plus direct file fetch, not assumed from general reputation.",direct,docker-image,False,,a
metadata,postgres (docker image),16-alpine,"PostgreSQL License (OSI-approved, MIT/BSD-equivalent permissive terms), confirmed directly against the official postgres/postgres COPYRIGHT file.",direct,docker-image,False,,a
